training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN00949,EMP00582,HR,Leadership,2020-06-11,4,Completed,76,15000,Online,0
TRN00950,EMP00903,Operations,Product Knowledge,2022-11-06,4,Completed,55,50000,Online,0
TRN00951,EMP00599,Sales,Technical Skills,2022-09-30,8,Completed,67,15000,External,0
TRN00952,EMP00495,Finance,Compliance,2020-01-23,40,Completed,55,50000,Internal,1
TRN00953,EMP00266,Product,Agile Scrum,2022-05-21,40,Completed,51,25000,External,0
TRN00954,EMP01669,Legal,Technical Skills,2023-05-11,24,Completed,74,50000,Internal,1
TRN00955,EMP00717,Product,Sales Training,2020-09-05,4,In Progress,53,25000,Internal,0
TRN00956,EMP01369,HR,Product Knowledge,2020-02-13,4,In Progress,85,50000,Internal,0
TRN00957,EMP01398,Product,Compliance,2020-11-18,24,Completed,84,5000,Online,1
TRN00958,EMP01263,Product,Communication,2021-04-12,16,Completed,72,50000,Online,1
TRN00959,EMP01260,Sales,Excel & BI Tools,2023-08-26,40,Completed,60,15000,Internal,0
TRN00960,EMP01261,Product,Sales Training,2023-08-27,4,Completed,75,25000,External,0
TRN00961,EMP00197,HR,Agile Scrum,2022-05-01,40,Completed,63,50000,Internal,1
TRN00962,EMP00118,Finance,Product Knowledge,2022-10-04,8,Not Started,70,50000,Online,0
TRN00963,EMP00216,Data Analytics,Excel & BI Tools,2023-08-18,16,Completed,93,15000,Internal,0
TRN00964,EMP01436,Legal,Technical Skills,2023-02-26,4,Completed,65,15000,Internal,1
TRN00965,EMP01893,Legal,Project Management,2021-12-11,24,In Progress,76,50000,Internal,1
TRN00966,EMP00026,Engineering,Compliance,2021-10-17,8,Not Started,66,50000,Online,1
TRN00967,EMP01711,Customer Success,Product Knowledge,2021-06-07,16,In Progress,73,15000,External,0
TRN00968,EMP01621,HR,Communication,2020-08-25,8,In Progress,62,15000,Internal,1
TRN00969,EMP00849,HR,Sales Training,2021-06-23,16,Completed,79,25000,Internal,1
TRN00970,EMP00866,Data Analytics,Sales Training,2024-09-11,40,Completed,55,15000,Internal,1
TRN00971,EMP00996,Sales,Excel & BI Tools,2022-03-03,16,Completed,55,10000,Internal,0
TRN00972,EMP01162,Data Analytics,Project Management,2020-08-19,40,Completed,62,50000,Internal,0
TRN00973,EMP00047,HR,Leadership,2020-04-03,8,In Progress,57,15000,Online,0
TRN00974,EMP01342,Marketing,Communication,2024-10-28,24,Completed,97,25000,Internal,1
TRN00975,EMP00560,HR,Project Management,2020-06-26,16,Completed,100,5000,External,0
TRN00976,EMP01878,Customer Success,Compliance,2024-03-04,24,Not Started,52,50000,External,1
TRN00977,EMP01226,HR,Compliance,2020-09-14,16,Not Started,58,50000,Internal,0
TRN00978,EMP00850,Customer Success,Compliance,2022-05-15,24,Completed,63,5000,Internal,1
TRN00979,EMP00548,Marketing,Product Knowledge,2024-11-05,40,Completed,90,50000,Online,0
TRN00980,EMP01936,Operations,Agile Scrum,2022-04-28,8,Not Started,80,15000,Online,0
TRN00981,EMP01977,Operations,Project Management,2021-01-04,16,Completed,83,5000,Internal,1
TRN00982,EMP01293,Sales,Sales Training,2020-03-05,8,Completed,62,25000,External,0
TRN00983,EMP01963,Engineering,Excel & BI Tools,2020-04-21,16,Completed,89,15000,External,1
TRN00984,EMP00655,HR,Communication,2021-07-01,4,In Progress,92,15000,Online,1
TRN00985,EMP01992,Marketing,Communication,2022-01-07,40,Completed,59,15000,Online,0
TRN00986,EMP01316,Customer Success,Sales Training,2021-10-06,24,Completed,51,10000,Online,1
TRN00987,EMP01199,Data Analytics,Technical Skills,2021-07-28,40,Completed,91,15000,External,1
TRN00988,EMP00304,Marketing,Compliance,2022-01-16,40,Completed,87,15000,Internal,0
TRN00989,EMP00416,HR,Compliance,2021-06-04,40,Completed,85,10000,External,0
TRN00990,EMP01579,Sales,Compliance,2023-01-19,8,Completed,81,5000,Internal,0
TRN00991,EMP01105,Customer Success,Leadership,2021-05-29,8,Not Started,67,15000,External,1
TRN00992,EMP01530,Sales,Project Management,2021-03-14,4,Completed,58,15000,Internal,0
TRN00993,EMP01228,HR,Technical Skills,2024-04-28,40,Completed,85,10000,Internal,1
TRN00994,EMP01082,Sales,Product Knowledge,2022-08-25,4,Completed,86,50000,Online,0
TRN00995,EMP01544,Data Analytics,Communication,2023-04-26,8,Not Started,86,50000,External,1
TRN00996,EMP00960,Marketing,Communication,2020-06-02,16,Completed,86,15000,Internal,0
TRN00997,EMP00650,Data Analytics,Technical Skills,2023-10-26,24,Completed,81,10000,External,0
TRN00998,EMP01031,Engineering,Compliance,2023-04-23,8,Completed,93,50000,Online,0
TRN00999,EMP00721,Customer Success,Agile Scrum,2023-08-10,8,Completed,52,10000,Online,1
TRN01000,EMP00245,Product,Technical Skills,2021-08-18,4,In Progress,80,10000,External,0
TRN01001,EMP01269,Finance,Sales Training,2022-10-18,8,Completed,54,25000,Online,1
TRN01002,EMP01984,Legal,Leadership,2024-07-17,8,In Progress,89,50000,External,1
TRN01003,EMP01232,Product,Compliance,2020-03-13,24,Completed,62,5000,External,1
TRN01004,EMP00383,Data Analytics,Excel & BI Tools,2020-06-25,8,Completed,54,15000,Internal,1
TRN01005,EMP00089,Sales,Leadership,2020-06-01,40,Completed,53,5000,External,0
TRN01006,EMP00529,Marketing,Compliance,2022-10-10,8,Not Started,77,10000,External,0
TRN01007,EMP00968,Data Analytics,Agile Scrum,2023-03-02,8,Completed,79,5000,Online,1
TRN01008,EMP01789,Data Analytics,Leadership,2020-10-22,40,In Progress,95,25000,Online,0
TRN01009,EMP01852,Data Analytics,Data Analysis,2022-05-10,16,Completed,69,10000,External,0
TRN01010,EMP01148,Product,Technical Skills,2021-02-25,4,Completed,79,25000,Internal,0
TRN01011,EMP01864,Marketing,Compliance,2020-10-21,4,Completed,89,10000,External,1
TRN01012,EMP01410,HR,Technical Skills,2023-09-04,16,Not Started,93,15000,Online,0
TRN01013,EMP00853,Data Analytics,Product Knowledge,2023-09-05,40,Completed,71,5000,Internal,0
TRN01014,EMP01775,Product,Excel & BI Tools,2020-01-09,4,Completed,62,50000,External,0
TRN01015,EMP01769,Finance,Excel & BI Tools,2022-09-08,24,In Progress,60,5000,External,1
TRN01016,EMP00706,Sales,Sales Training,2021-01-16,4,Completed,50,15000,Internal,0
TRN01017,EMP01066,HR,Communication,2022-11-01,40,Completed,61,50000,Internal,0
TRN01018,EMP01101,Legal,Compliance,2020-03-17,24,Completed,87,50000,Online,0
TRN01019,EMP00070,Engineering,Project Management,2023-09-28,8,Completed,92,5000,Internal,1
TRN01020,EMP01101,Legal,Compliance,2024-11-07,4,Completed,74,50000,Online,0
TRN01021,EMP01599,Legal,Technical Skills,2021-03-05,16,In Progress,96,10000,Internal,1
TRN01022,EMP00763,Operations,Data Analysis,2022-01-16,8,In Progress,58,25000,External,1
TRN01023,EMP00156,Customer Success,Project Management,2021-07-26,16,Completed,72,50000,External,0
TRN01024,EMP00400,HR,Leadership,2024-03-08,24,Not Started,77,15000,Internal,1
TRN01025,EMP00169,Marketing,Communication,2020-04-07,24,Completed,97,50000,External,0
TRN01026,EMP00316,Customer Success,Communication,2020-12-20,4,Completed,60,10000,Internal,0
TRN01027,EMP00686,Product,Sales Training,2022-02-13,40,Completed,82,50000,External,0
TRN01028,EMP01072,Customer Success,Leadership,2021-01-23,4,In Progress,75,50000,Online,1
TRN01029,EMP01756,Customer Success,Excel & BI Tools,2024-04-25,16,Completed,63,10000,Online,0
TRN01030,EMP01764,HR,Leadership,2023-10-02,8,In Progress,99,5000,External,0
TRN01031,EMP00752,Finance,Technical Skills,2022-09-08,24,Completed,76,15000,Internal,1
TRN01032,EMP01615,Product,Leadership,2022-07-08,8,Completed,51,5000,Internal,0
TRN01033,EMP01662,Marketing,Communication,2020-06-20,8,Completed,56,50000,Internal,0
TRN01034,EMP00901,Customer Success,Product Knowledge,2020-05-20,40,Completed,51,50000,External,0
TRN01035,EMP00957,Data Analytics,Sales Training,2024-10-20,40,Completed,91,5000,External,0
TRN01036,EMP01571,Sales,Sales Training,2020-04-15,4,Completed,67,50000,Internal,0
TRN01037,EMP01160,HR,Compliance,2024-02-03,40,Completed,95,25000,Online,0
TRN01038,EMP01163,Data Analytics,Compliance,2023-02-02,16,Completed,60,50000,Online,0
TRN01039,EMP01086,Legal,Sales Training,2022-01-01,24,Completed,81,5000,Online,1
TRN01040,EMP00124,Engineering,Agile Scrum,2023-12-12,4,Not Started,79,50000,Internal,1
TRN01041,EMP01130,Sales,Product Knowledge,2022-07-28,24,Not Started,58,5000,Online,0
TRN01042,EMP01389,Operations,Compliance,2023-05-01,40,Completed,60,10000,External,0
TRN01043,EMP01063,Marketing,Sales Training,2024-10-29,16,Completed,82,15000,Internal,0
TRN01044,EMP00007,Marketing,Leadership,2023-04-17,16,Completed,59,25000,Internal,0
TRN01045,EMP00035,Customer Success,Technical Skills,2021-11-07,24,Completed,86,5000,External,1
TRN01046,EMP00078,Marketing,Data Analysis,2020-04-28,4,Completed,52,25000,External,0
TRN01047,EMP01354,Operations,Leadership,2020-04-09,24,Completed,86,15000,Internal,1
TRN01048,EMP01343,Product,Data Analysis,2024-08-01,24,Completed,78,50000,Online,0
TRN01049,EMP01446,Finance,Leadership,2021-09-13,4,Completed,57,50000,Internal,0
TRN01050,EMP01673,Marketing,Compliance,2021-02-01,8,Completed,59,5000,Internal,0
TRN01051,EMP00309,Engineering,Project Management,2023-03-04,8,In Progress,71,10000,External,0
TRN01052,EMP01820,Marketing,Excel & BI Tools,2022-12-30,16,Completed,72,5000,Internal,1
TRN01053,EMP00178,Finance,Excel & BI Tools,2021-07-02,16,Completed,67,10000,Online,0
TRN01054,EMP00674,HR,Technical Skills,2021-01-25,16,Completed,80,10000,Online,0
TRN01055,EMP01393,Operations,Communication,2021-02-10,4,Completed,88,15000,Internal,0
TRN01056,EMP00088,HR,Product Knowledge,2022-11-04,4,Completed,84,25000,Internal,0
TRN01057,EMP00394,HR,Sales Training,2020-02-10,40,Completed,50,15000,External,1
TRN01058,EMP00107,HR,Sales Training,2024-02-16,8,Completed,53,10000,Internal,1
TRN01059,EMP01706,Engineering,Agile Scrum,2024-04-28,4,In Progress,65,5000,Internal,0
TRN01060,EMP00245,Product,Compliance,2020-06-02,40,Completed,62,10000,Internal,1
TRN01061,EMP00035,Customer Success,Agile Scrum,2024-09-13,24,Completed,89,25000,Internal,1
TRN01062,EMP01475,Data Analytics,Project Management,2024-12-30,24,Completed,59,50000,External,0
TRN01063,EMP00055,Product,Agile Scrum,2022-02-09,40,Completed,74,25000,Internal,1
TRN01064,EMP01634,Legal,Technical Skills,2023-01-30,8,Completed,86,50000,Online,1
TRN01065,EMP00277,Customer Success,Project Management,2024-04-03,40,Completed,71,50000,Online,0
TRN01066,EMP00618,Engineering,Technical Skills,2020-03-08,40,Completed,51,25000,Online,0
TRN01067,EMP01189,Data Analytics,Leadership,2020-07-06,24,Completed,71,10000,Internal,0
TRN01068,EMP00387,Operations,Data Analysis,2022-02-19,8,Completed,66,25000,Internal,0
TRN01069,EMP01409,Legal,Product Knowledge,2022-03-01,40,Completed,82,25000,Internal,1
TRN01070,EMP01536,Finance,Sales Training,2020-04-14,4,Completed,62,10000,Internal,1
TRN01071,EMP00316,Customer Success,Agile Scrum,2022-08-19,24,Completed,79,5000,Online,0
TRN01072,EMP00224,Sales,Data Analysis,2023-06-26,24,Completed,53,50000,Internal,1
TRN01073,EMP01294,HR,Project Management,2024-02-02,8,Not Started,64,10000,Internal,0
TRN01074,EMP00158,Data Analytics,Compliance,2021-11-15,24,Not Started,72,25000,Internal,0
TRN01075,EMP01459,Engineering,Data Analysis,2020-06-02,16,Completed,94,5000,External,1
TRN01076,EMP01471,Data Analytics,Compliance,2022-01-25,16,Completed,64,25000,Online,1
TRN01077,EMP01981,Engineering,Product Knowledge,2022-02-09,8,In Progress,61,15000,Internal,0
TRN01078,EMP01667,Product,Sales Training,2023-10-09,16,Completed,53,5000,Online,0
TRN01079,EMP00566,Operations,Product Knowledge,2020-01-29,16,Completed,53,10000,Internal,0
TRN01080,EMP00587,Data Analytics,Excel & BI Tools,2024-05-09,40,Completed,65,15000,Internal,0
TRN01081,EMP01759,HR,Technical Skills,2024-04-11,8,Completed,98,25000,External,0
TRN01082,EMP01647,Operations,Project Management,2024-12-13,4,Completed,74,25000,External,1
TRN01083,EMP01908,Customer Success,Leadership,2020-09-24,4,Completed,86,5000,Online,0
TRN01084,EMP01289,Data Analytics,Agile Scrum,2023-02-27,24,Completed,82,25000,External,0
TRN01085,EMP00749,Product,Project Management,2021-02-26,24,Completed,65,5000,Online,1
TRN01086,EMP01653,Legal,Sales Training,2023-01-18,4,Completed,99,25000,Online,0
TRN01087,EMP00224,Sales,Communication,2024-04-23,24,Completed,53,15000,Internal,1
TRN01088,EMP00470,Finance,Leadership,2020-02-05,16,Completed,59,25000,Internal,1
TRN01089,EMP01778,Marketing,Communication,2020-02-23,8,Completed,72,15000,Online,0
TRN01090,EMP01066,HR,Sales Training,2020-01-31,16,Completed,93,10000,External,0
TRN01091,EMP01519,Engineering,Agile Scrum,2020-08-08,8,Completed,50,10000,External,0
TRN01092,EMP01136,Customer Success,Compliance,2021-02-03,4,Completed,75,10000,Internal,0
TRN01093,EMP00721,Customer Success,Agile Scrum,2021-05-25,8,Completed,88,15000,Internal,0
TRN01094,EMP01457,Marketing,Leadership,2023-06-11,8,Not Started,53,10000,Internal,0
TRN01095,EMP00402,HR,Excel & BI Tools,2024-09-21,4,Completed,96,50000,Online,0
TRN01096,EMP01958,Data Analytics,Sales Training,2024-11-03,40,In Progress,89,5000,External,1
TRN01097,EMP01298,Customer Success,Excel & BI Tools,2024-11-15,8,Completed,64,15000,Online,1
TRN01098,EMP01530,Sales,Product Knowledge,2020-02-06,24,Completed,59,5000,Internal,0
TRN01099,EMP01379,Customer Success,Agile Scrum,2022-03-19,24,Completed,83,15000,Internal,1
TRN01100,EMP01043,Engineering,Agile Scrum,2020-11-08,16,Completed,83,25000,Online,0
TRN01101,EMP01863,Operations,Product Knowledge,2021-01-06,24,Completed,70,50000,External,0
TRN01102,EMP01054,Marketing,Excel & BI Tools,2024-09-10,40,Completed,58,25000,Internal,0
TRN01103,EMP01975,Customer Success,Sales Training,2023-09-04,8,In Progress,86,15000,External,1
TRN01104,EMP00425,Finance,Agile Scrum,2020-07-16,8,Completed,81,10000,External,0
TRN01105,EMP01134,Finance,Project Management,2024-03-14,16,Completed,86,5000,Online,1
TRN01106,EMP01977,Operations,Sales Training,2024-06-29,16,Completed,51,15000,External,1
TRN01107,EMP00299,Sales,Compliance,2022-11-28,16,Completed,77,10000,Online,0
TRN01108,EMP01559,Marketing,Communication,2022-09-25,40,Completed,60,15000,External,0
TRN01109,EMP00117,Marketing,Data Analysis,2024-12-23,24,Completed,83,15000,External,1
TRN01110,EMP00227,Sales,Excel & BI Tools,2022-09-02,16,Completed,99,10000,Online,0
TRN01111,EMP00883,Sales,Leadership,2021-10-08,16,Completed,51,50000,Internal,1
TRN01112,EMP01074,Product,Leadership,2020-11-02,24,Not Started,99,25000,Online,0
TRN01113,EMP00767,Finance,Data Analysis,2024-10-04,40,Completed,75,5000,External,0
TRN01114,EMP00112,Operations,Project Management,2024-02-19,4,Completed,71,10000,Internal,0
TRN01115,EMP01729,Operations,Product Knowledge,2024-02-03,4,Completed,91,25000,Internal,0
TRN01116,EMP01181,Sales,Leadership,2021-04-24,24,Completed,71,25000,External,0
TRN01117,EMP01376,Marketing,Excel & BI Tools,2021-02-04,40,Completed,83,10000,Online,0
TRN01118,EMP00321,Marketing,Leadership,2023-02-11,40,In Progress,83,25000,Online,0
TRN01119,EMP00635,Product,Excel & BI Tools,2021-05-03,16,Completed,58,10000,Online,0
TRN01120,EMP01164,Data Analytics,Data Analysis,2022-07-14,24,Completed,86,5000,External,0
TRN01121,EMP01548,Product,Data Analysis,2020-07-22,40,Completed,89,15000,Online,0
TRN01122,EMP01292,Product,Technical Skills,2022-03-25,8,Completed,87,10000,Online,1
TRN01123,EMP01835,Product,Sales Training,2023-10-02,40,In Progress,98,5000,External,0
TRN01124,EMP01635,Product,Compliance,2021-06-15,8,Completed,88,15000,External,0
TRN01125,EMP00146,Customer Success,Project Management,2023-06-08,4,In Progress,80,5000,Internal,1
TRN01126,EMP01657,Legal,Compliance,2024-08-27,8,Completed,72,15000,Internal,0
TRN01127,EMP00594,Data Analytics,Leadership,2024-12-24,8,Completed,74,15000,Internal,0
TRN01128,EMP00397,Legal,Excel & BI Tools,2021-12-27,40,Completed,66,10000,Online,1
TRN01129,EMP01739,Legal,Technical Skills,2020-01-07,40,Not Started,94,5000,Online,1
TRN01130,EMP01119,Legal,Project Management,2020-03-03,4,In Progress,51,50000,External,1
TRN01131,EMP00882,Product,Technical Skills,2024-06-14,16,Completed,69,10000,Online,1
TRN01132,EMP00163,Engineering,Agile Scrum,2023-09-02,4,Completed,62,25000,Internal,0
TRN01133,EMP01545,HR,Communication,2023-06-12,16,Completed,85,50000,Internal,1
TRN01134,EMP00615,Marketing,Agile Scrum,2024-11-21,8,Completed,94,25000,Internal,1
TRN01135,EMP00350,HR,Agile Scrum,2024-09-05,4,Completed,94,50000,Internal,1
TRN01136,EMP01519,Engineering,Technical Skills,2021-09-18,24,Not Started,87,25000,Online,1
TRN01137,EMP00423,Marketing,Product Knowledge,2020-08-22,8,Completed,85,25000,Online,1
TRN01138,EMP00664,Product,Leadership,2023-09-11,16,Completed,94,5000,Internal,0
TRN01139,EMP00796,Finance,Leadership,2022-05-08,16,Not Started,54,25000,External,0
TRN01140,EMP00996,Sales,Leadership,2020-02-25,8,Completed,100,5000,External,0
TRN01141,EMP00398,Marketing,Excel & BI Tools,2022-03-03,40,Completed,59,50000,External,0
TRN01142,EMP01548,Product,Project Management,2021-11-25,4,Completed,82,5000,Internal,0
TRN01143,EMP00477,Marketing,Communication,2024-11-07,40,In Progress,50,15000,Internal,0
TRN01144,EMP01936,Operations,Leadership,2022-12-28,24,Completed,64,50000,Internal,0
TRN01145,EMP01425,Operations,Technical Skills,2022-10-30,4,Completed,70,10000,Online,1
TRN01146,EMP01990,Finance,Data Analysis,2022-08-18,8,Completed,100,5000,External,0
TRN01147,EMP01495,Finance,Data Analysis,2020-11-20,16,Not Started,70,5000,External,1
TRN01148,EMP01716,Data Analytics,Excel & BI Tools,2020-06-26,8,Completed,89,10000,Internal,0
TRN01149,EMP00740,Product,Product Knowledge,2022-03-13,24,Completed,87,10000,External,0
TRN01150,EMP00437,Finance,Agile Scrum,2023-06-09,16,Completed,67,10000,External,0
TRN01151,EMP00681,Sales,Data Analysis,2020-01-01,8,In Progress,79,25000,Internal,1
TRN01152,EMP00319,Engineering,Data Analysis,2022-06-06,24,Completed,83,15000,Online,0
TRN01153,EMP00451,Operations,Sales Training,2023-05-22,16,Not Started,65,15000,Internal,0
TRN01154,EMP01112,Operations,Excel & BI Tools,2023-08-24,40,Completed,61,5000,Internal,1
TRN01155,EMP01301,Customer Success,Data Analysis,2021-06-07,4,Completed,56,5000,Internal,0
TRN01156,EMP00404,Operations,Product Knowledge,2022-12-06,40,Completed,93,50000,Online,0
TRN01157,EMP00355,Legal,Project Management,2020-04-11,8,Completed,71,25000,External,0
TRN01158,EMP01512,Product,Project Management,2023-01-22,4,Completed,73,15000,Internal,0
TRN01159,EMP01801,Data Analytics,Agile Scrum,2020-11-22,4,Completed,55,5000,Online,1
TRN01160,EMP00111,Marketing,Product Knowledge,2021-12-18,24,Completed,97,10000,Online,0
TRN01161,EMP00698,Product,Project Management,2021-09-02,16,Completed,86,10000,Internal,1
TRN01162,EMP01243,Product,Data Analysis,2023-10-04,24,Completed,55,50000,Online,0
TRN01163,EMP01734,Data Analytics,Product Knowledge,2023-11-19,4,Completed,78,50000,Online,0
TRN01164,EMP01764,HR,Communication,2024-02-09,40,Completed,59,50000,External,0
TRN01165,EMP01589,Engineering,Project Management,2022-09-11,24,In Progress,81,5000,External,1
TRN01166,EMP01823,Finance,Agile Scrum,2020-11-06,40,Completed,79,50000,Internal,0
TRN01167,EMP00519,Customer Success,Sales Training,2020-02-16,4,Completed,57,10000,Internal,1
TRN01168,EMP00486,Sales,Sales Training,2020-08-22,4,Not Started,89,50000,Online,0
TRN01169,EMP01511,Data Analytics,Data Analysis,2021-10-05,16,Completed,87,50000,External,0
TRN01170,EMP01995,Marketing,Excel & BI Tools,2020-06-30,24,Completed,53,15000,External,0
TRN01171,EMP01974,Engineering,Technical Skills,2020-11-09,24,Completed,86,15000,External,1
TRN01172,EMP00993,Legal,Compliance,2021-05-01,8,Completed,69,5000,Online,0
TRN01173,EMP01040,Legal,Communication,2020-01-06,40,Completed,59,25000,External,0
